운동명,단위체중당에너지소비량,user_id,운동 여부
살사댄스,4.5,55862,1
런닝,7.0,37290,1
박스점프,5.5,3373,1
데드버그,4.0,95961,1
와이드 스쿼트,5.5,93307,1
프롭테라피,3.8,71628,1
백 스쿼트,6.0,57969,1
프리다이빙,7.0,74691,1
제자리 걷기,2.0,26358,0
크런치(가볍게),3.0,56273,0
포크댄스,7.8,20823,1
와이드 스쿼트,5.5,93307,1
제자리뛰기,5.5,83780,1
사이드 플랭크,3.8,37765,1
스텝퍼,5.0,57267,1
빠르게 걷기,6.0,40931,1
풀업(보통으로) - 상지(어깨),3.8,38172,1
수리야 나마스까 요가,3.3,36470,1
레그 레이즈,5.0,3958,1
저항성운동(가볍게) - 전신,3.5,88410,1
SNPE,5.0,58609,1
야구 캐치볼,2.5,36980,0
타바타운동,9.0,59175,1
커브스 30분 여성 순환운동,3.5,14763,1
다이어트 댄스,4.5,65608,1
딥다라인 댄스,3.0,26837,0
산책,4.0,9688,1
푸쉬업(격렬하게),8.0,82979,1
"캠프 단체훈련(예, 해병대 캠프 등)",5.0,11019,1
폴댄스,5.5,83423,1
빠르게 걷기,6.0,40931,1
유도,10.0,86211,1
유연체조,3.5,77358,1
트라이셉스 익스텐션,5.0,48446,1
플로터킥,5.0,1476,1
빠르게 걷기,6.0,40931,1
에어로빅(중강도),6.5,27474,1
덤벨 프레스,5.0,14330,1
복근운동(보통으로),3.8,72798,1
실내자전거타기(약하게),5.5,74845,1
플라멩고,4.5,17560,1
제자리 걷기,2.0,26358,0
산책,4.0,9688,1
서키트 트레이닝(격렬하게),8.0,12832,1
원 암 덤벨로우,5.0,35849,1
제자리 걷기,2.0,15828,0
레그 컬,5.0,28170,1
시티드 니업,5.0,50668,1
맨발걷기,4.5,770,1
디스코 댄스,7.8,53814,1
필라테스,3.0,62815,0
포크댄스,7.8,20823,1
달리기,7.0,25840,1
펙덱 플라이,5.5,18680,1
스쿼트,5.5,10383,1
킥복싱,5.0,30660,1
wty운동,7.0,79230,1
아령들기,5.5,92477,1
크로스 크런치,4.5,99938,1
배구연습(일반적인),4.0,83057,1
맨발걷기,4.5,770,1
승마(천천히),3.8,90049,1
씨름,6.0,55831,1
수리야 나마스까 요가,3.3,36470,1
모던댄스,4.8,479,1
레그 익스텐션,5.0,36787,1
인라인스케이트,5.0,32375,1
런닝머신(빠르게걷기),6.0,82047,1
런닝머신(빠르게걷기),6.0,82047,1
워킹런지,5.5,21086,1
운동장 걷기,4.5,96719,1
보디빌딩(가볍게),3.5,29733,1
저항성운동(보통으로) - 전신,5.0,70704,1
덤벨 바디 로테이션,5.0,10220,1
배드민턴 시합,7.0,32588,1
크런치(가볍게),3.0,56273,0
암풀다운,4.0,24745,1
탁구시합,5.0,14087,1
태보,7.0,14389,1
철봉매달리기,3.8,98330,1
트라이셉스 푸시 다운,5.0,50082,1
등산,7.0,27580,1
벤트 오버 바벨 로우,5.5,61539,1
음파진동기,2.5,18425,0
"주짓수_훈련, 연습",5.3,55420,1
발레(일반적인),5.0,2547,1
스텝박스,5.5,56718,1
모던댄스,4.8,479,1
백 스쿼트,6.0,57969,1
산행,4.0,45946,1
맨발걷기,4.5,770,1
낚시,3.0,85404,0
"건강증진 비디오 게임 보통으로(예, 위피트 등)",3.8,46144,1
웨이트운동(가볍게) - 전신,3.5,30237,1
산악자전거(보통으로),8.5,84714,1
"주짓수_훈련, 연습",5.3,55420,1
스포츠클라이밍,7.0,41432,1
"주짓수_훈련, 연습",5.3,55420,1
바벨 스쿼트,6.0,60377,1
런닝머신(걷기),4.5,39281,1
버피테스트,83.0,42063,1
요가,2.5,10736,0
산악자전거(격렬하게),14.0,33781,1
유도,10.0,86211,1
정구 복식경기,5.0,79127,1
공중걷기,3.5,83042,1
상체 근력운동,5.5,11300,1
양팔줄당기기(야외운동기구),2.5,79957,0
로프운동,6.0,56436,1
자전거타기,7.0,90174,1
번지피지오,5.0,52832,1
슈퍼맨자세 ,5.0,40161,1
딥스,5.5,96683,1
방송댄스,7.0,36936,1
런닝,7.0,37290,1
사이드 플랭크,3.8,37765,1
다트,2.5,8023,0
스탠딩 카프 레이즈,5.0,35238,1
고정식자전거타기(161~200 Watts),11.0,38988,1
아쿠아로빅,4.0,87873,1
수영(접영),11.0,29120,1
짐볼운동,3.8,43053,1
재즈댄스,4.8,42583,1
박스점프,5.5,3373,1
라인댄스,7.8,31739,1
트위스트 댄스,4.8,19010,1
크런치(격렬하게),8.0,44723,1
버피테스트,83.0,42063,1
수중 에어로빅,4.0,73675,1
BMX 자전거타기,8.5,55407,1
제자리 걷기,2.0,15828,0
정구 복식경기,5.0,79127,1
바벨 스쿼트,6.0,60377,1
세라밴드,3.5,29866,1
프리스비 얼티메이트,8.0,93284,1
스피닝,9.0,79120,1
플라멩고,4.5,17560,1
고정식자전거타기(보통으로),7.0,49769,1
음파진동기,2.5,18425,0
덤벨 바디 로테이션,5.0,10220,1
스키머신(보통으로),6.8,53807,1
로프운동,6.0,56436,1
산행,4.0,45946,1
아이스하키,8.0,44195,1
서키트 트레이닝(보통으로),4.3,20151,1
탁구시합,5.0,14087,1
모래주머니 차고 걷기,6.8,23126,1
트래킹,5.0,78584,1
고정식자전거(격렬하게),10.5,69778,1
저항성운동(격렬하게) - 전신,6.0,76127,1
EMS트레이닝,7.0,1408,1
보디빌딩(보통으로),5.0,89841,1
웨이트운동(가볍게) - 전신,3.5,30237,1
헬스(격렬하게),7.8,42383,1
누워서 걷기,3.5,45319,1
(윈드)서핑,5.0,44954,1
고정식자전거타기(51~89 Watts),4.8,45914,1
양팔줄당기기(야외운동기구),2.5,79957,0
고정식자전거타기(201~270 Watts),14.0,93478,1
볼링,3.0,12548,0
타바타운동,9.0,59175,1
딥스,5.5,96683,1
사이드 플랭크,3.8,37765,1
수영(자유영),6.1,93112,1
기체조,4.5,60127,1
서키트 트레이닝(보통으로),4.3,20151,1
테스트(중구보건소),13.0,90963,1
헬스(격렬하게),7.8,42383,1
케이블 크로스 오버,5.0,20085,1
태권도,10.0,68843,1
플랭크,3.8,30370,1
웨이트운동(격렬하게) - 전신,6.0,70173,1
레그 컬,5.0,28170,1
데드 리프트,5.5,55418,1
"주짓수_훈련, 연습",5.3,55420,1
등산,7.0,27580,1
팔굽혀펴기(격렬하게),8.0,53978,1
고정식자전거타기(보통으로),7.0,49769,1
킥복싱,5.0,30660,1
레그 레이즈,5.0,3958,1
"건강증진 비디오 게임 보통으로(예, 위피트 등)",3.8,46144,1
아령들기,5.5,92477,1
원 암 덤벨로우,5.0,35849,1
BMX 자전거타기,8.5,55407,1
크런치(격렬하게),8.0,44723,1
산책,4.0,9688,1
국선도,4.5,84358,1
국선도,4.5,84358,1
프롭테라피,3.8,71628,1
런닝머신(빠르게걷기),6.0,82047,1
킥복싱,5.0,30660,1
상체 근력운동,5.5,11300,1
제자리 걷기,2.0,15828,0
푸쉬업(격렬하게),8.0,82979,1
점핑운동(레크레이션적인),3.5,1386,1
탁구랠리,4.0,82952,1
벤치딥스,3.0,77234,0
산악자전거(격렬하게),14.0,33781,1
프리테니스,7.0,64754,1
복근운동(격렬하게),8.0,60585,1
산악mtB,8.0,49392,1
산행,4.0,45946,1
로드바이크,8.5,56598,1
수영(접영),11.0,29120,1
테스트(중구보건소),13.0,90963,1
프리스비 얼티메이트,8.0,93284,1
탱고,5.5,17764,1
백 익스텐션,3.5,17693,1
트위스트 댄스,4.8,19010,1
천국의계단,8.0,27907,1
플로터킥,5.0,1476,1
수중 걷기,3.5,98071,1
저항성운동(격렬하게) - 전신,6.0,76127,1
버피테스트,7.0,83962,1
백 스쿼트,6.0,57969,1
근력운동(전신),5.5,90080,1
고정식자전거타기(30~50 Watts),3.5,5285,1
플라멩고,4.5,17560,1
뒤로 걷기,3.0,32406,0
운동장 걷기,4.5,96719,1
게이트볼,3.0,78036,0
슬로우버피(일반적인),5.5,90140,1
대청소,3.0,75115,0
헬스(격렬하게),7.8,42383,1
킥 백,5.0,10923,1
플라멩고,4.5,17560,1
당구,2.5,52756,0
벤트 오버 레터럴 레이즈,5.5,44564,1
스텝밀,7.0,63110,1
포크댄스,7.8,20823,1
"건강증진 비디오 게임 보통으로(예, 위피트 등)",3.8,46144,1
씨름,6.0,55831,1
덩키킥,7.0,57643,1
태보,7.0,14389,1
필라테스(기구),5.0,97684,1
보디빌딩(가볍게),3.5,29733,1
씨름,6.0,55831,1
스키,6.0,57646,1
라켓볼연습,7.0,69260,1
마이마운틴,5.5,87131,1
어시스트 풀업,5.0,55563,1
스쿼트,5.5,10383,1
니킥,5.5,97026,1
플로터킥,5.0,1476,1
고정식자전거(격렬하게),10.5,69778,1
런지(가볍게),2.8,43307,0
축구 프리킥 차기,7.0,74062,1
타바타운동,9.0,59175,1
비치발리볼,8.0,12511,1
리버스 컬,5.0,16003,1
프론트 풀다운,4.0,86279,1
풀 스쿼트,6.0,96291,1
풋살,8.0,30967,1
보디빌딩(보통으로),5.0,89841,1
줄넘기(천천히),8.0,47396,1
슈퍼맨자세 ,5.0,40161,1
제자리 걷기,2.0,15828,0
턱걸이(가볍게),3.0,28507,0
산악자전거 시합,16.0,67663,1
덤벨 숄더프레스,5.5,60762,1
크로스 핏,8.0,36536,1
모래주머니 차고 걷기,6.8,23126,1
등허리지압기(야외운동기구),2.5,27091,0
아쿠아로빅,4.0,87873,1
턱걸이(격렬하게),8.0,66907,1
실내 스케이팅,7.0,10630,1
축구 프리킥 차기,7.0,74062,1
프롭테라피,3.8,71628,1
스트레칭(가볍게),2.5,8271,0
푸쉬업(격렬하게),8.0,82979,1
아령들기,5.5,92477,1
딥다라인 댄스,3.0,26837,0
데드버그,4.0,95961,1
줄넘기(천천히),8.0,47396,1
런지(격렬하게),8.0,21353,1
백 스쿼트,6.0,57969,1
레그 레이즈,3.4,6736,1
크런치(보통으로),5.0,24332,1
리버스 팩 덱 플라이,4.0,26858,1
줌바댄스,5.0,74909,1
고정식자전거타기(90~100 Watts),6.8,22960,1
프롭테라피,3.8,71628,1
앉아서 다리들기,2.5,37828,0
루마니안 데드리프트,5.0,5815,1
킥 백,5.0,10923,1
인클라인 벤치 프레스,5.0,35554,1
스크린골프,4.0,24588,1
게이트볼,3.0,78036,0
복근운동(가볍게),2.8,25334,0
고정식자전거타기(30~50 Watts),3.5,5285,1
배구연습(일반적인),4.0,83057,1
딥스,5.5,96683,1
허리돌리기(야외운동기구),2.5,53619,0
재즈댄스,4.8,42583,1
레그 컬,5.0,28170,1
수영(자유영),6.1,93112,1
파워요가,4.0,56037,1
렛풀다운,5.0,34334,1
복근운동(격렬하게),8.0,60585,1
살사댄스,4.5,55862,1
이두 컬,5.0,59201,1
킥복싱,5.0,30660,1
스키머신(보통으로),6.8,53807,1
고정식자전거타기(90~100 Watts),6.8,22960,1
스쿼시,12.0,20371,1
팔굽혀매달리기,5.0,98513,1
테니스 복식경기,5.0,63038,1
벤치 프레스,5.0,8001,1
제자리뛰기,5.5,83780,1
밸리댄스,4.5,95674,1
폼롤러,3.0,78061,0
저항성운동(격렬하게) - 전신,6.0,76127,1
푸쉬업(격렬하게),8.0,82979,1
시티드로우,4.0,59840,1
스플릿 스쿼트,5.0,96688,1
배구시합,8.0,36143,1
싸이클,7.0,51387,1
크런치(격렬하게),8.0,44723,1
탁구시합,5.0,14087,1
(윈드)서핑,5.0,44954,1
힙 쓰러스트,6.0,22786,1
홈트레이닝-유산소운동,7.0,76354,1
푸쉬업(보통으로),5.0,31960,1
할로우 보디홀드,3.0,10358,0
국민체조,3.5,57426,1
딥다라인 댄스,3.0,26837,0
15초인터벌트레이닝!,8.8,63535,1
스포츠클라이밍,7.0,41432,1
고정식자전거(격렬하게),10.5,69778,1
축구시합,10.0,17841,1
탁구랠리,4.0,82952,1
프롭테라피,3.8,71628,1
벤치 프레스,5.0,8001,1
데드 리프트,5.5,55418,1
악력기 운동,1.3,19701,0
수영(평영),5.3,59501,1
맨손 줄넘기,7.0,87272,1
체스트 프레스,5.0,48737,1
프리스비 얼티메이트,8.0,93284,1
와일드 런지,5.5,68450,1
트램폴린(레크레이션적인),3.5,242,1
산행,4.0,45946,1
웨이트운동(가볍게) - 전신,3.5,30237,1
사이클론,7.0,57605,1
천국의계단,8.0,27907,1
크런치(보통으로),5.0,24332,1
스쿼시,12.0,20371,1
런닝,7.0,37290,1
버피테스트,7.0,83962,1
근력운동,8.0,20709,1
백 스쿼트,6.0,57969,1
행잉 레그레이즈,10.0,59605,1
버드독,3.8,43350,1
스키,6.0,57646,1
발레(일반적인),5.0,2547,1
런닝,7.0,37290,1
슈퍼맨자세 ,5.0,40161,1
다이어트 댄스,4.5,65608,1
(윈드)서핑,5.0,44954,1
저항성운동(가볍게) - 전신,3.5,88410,1
크런치(격렬하게),8.0,44723,1
고정식자전거타기(30~50 Watts),3.5,5285,1
패들보드,6.0,44320,1
로우,5.0,17175,1
스텝퍼,5.0,57267,1
모던댄스,4.8,479,1
게이트볼,3.0,78036,0
시티드 로우,5.0,82281,1
런지(격렬하게),8.0,21353,1
국선도,4.5,84358,1
체스트 프레스,5.0,48737,1
농구시합,8.0,73128,1
크런치(격렬하게),8.0,44723,1
산행,4.0,45946,1
탱고,5.5,17764,1
줌바댄스,5.0,74909,1
인라인스케이트,5.0,32375,1
런닝,7.0,37290,1
월볼샷,6.0,16028,1
맨발걷기,4.5,770,1
근력운동,8.0,20709,1
조정(로잉머신),4.8,36325,1
스케이팅,7.0,28115,1
트라이셉스 푸시 다운,5.0,50082,1
복싱,7.8,58128,1
스텝밀,7.0,63110,1
풀업(보통으로) - 상지(어깨),3.8,38172,1
덤벨 바디 로테이션,5.0,10220,1
타바타운동,9.0,59175,1
버드독,3.8,43350,1
점핑운동(레크레이션적인),3.5,1386,1
걷기,4.5,99485,1
국궁,4.3,72606,1
걷기(산책수준),3.0,60881,0
세라밴드,3.5,29866,1
윗몸일으키기(격렬하게),8.0,28728,1
평행봉,5.5,69210,1
아쉬탕가 요가,5.0,66483,1
런지(가볍게),2.8,43307,0
스쿠버 다이빙,6.0,34722,1
크로스 핏,8.0,36536,1
사이드 런지,5.5,98102,1
모래주머니 차고 걷기,6.8,23126,1
모래주머니 차고 걷기,6.8,23126,1
사이드 런지,5.5,98102,1
런지(격렬하게),8.0,21353,1
댄스스포츠,5.5,63309,1
스쿼트,5.5,10383,1
벤치딥스,3.0,77234,0
폴댄스,5.5,83423,1
세라밴드,3.5,29866,1
에어로빅(저강도),5.0,11086,1
스키(가볍게),5.0,93706,1
스트레칭(가볍게),2.5,8271,0
음파진동기,2.5,18425,0
배드민턴 시합,7.0,32588,1
레프팅,5.0,84107,1
노르딕워킹,6.0,72925,1
짐볼운동,3.8,43053,1
프리다이빙,7.0,74691,1
스포츠클라이밍,7.0,41432,1
태권도,10.0,68843,1
빠르게 걷기,6.0,40931,1
족구,5.5,78480,1
산책,4.0,9688,1
복싱,7.8,58128,1
인클라인 벤치 프레스,5.0,35554,1
상체 근력운동,5.5,11300,1
크런치(격렬하게),8.0,44723,1
계단오르기,8.0,3255,1
계단내려가기,3.0,11276,0
풀업(턱걸이),5.0,41861,1
댄스스포츠,5.5,63309,1
필라테스(기구),5.0,97684,1
딥다라인 댄스,3.0,26837,0
렛 풀 다운,5.0,9213,1
덩키킥,7.0,57643,1
복근운동(격렬하게),8.0,60585,1
발레(격렬하게),6.8,54985,1
파크골프,4.3,19210,1
수영(평영),5.3,59501,1
패들보드,6.0,44320,1
로프운동,6.0,56436,1
팔굽혀펴기(가볍게),3.0,70216,0
제자리뛰기,5.5,83780,1
탁구랠리,4.0,82952,1
배구시합,8.0,36143,1
볼링,3.0,12548,0
라인댄스,7.8,31739,1
비치발리볼,8.0,12511,1
레그 익스텐션,5.0,36787,1
난타,3.8,93013,1
마라톤,9.0,44562,1
볼륨댄스,5.5,94726,1
폴댄스,5.5,83423,1
서키트 트레이닝(보통으로),4.3,20151,1
고정식자전거타기(161~200 Watts),11.0,38988,1
싸이클론,7.0,31718,1
해머 컬,5.0,42495,1
테니스 복식경기,5.0,63038,1
달리기,7.0,25840,1
사이드 레터럴 레이즈,5.0,73329,1
수중 에어로빅,4.0,73675,1
프리스비 얼티메이트,8.0,93284,1
제자리 걷기,2.0,15828,0
국민체조,3.5,57426,1
버피테스트,83.0,42063,1
복근운동(가볍게),2.8,25334,0
15초인터벌트레이닝!,8.8,63535,1
비치발리볼,8.0,12511,1
덩키킥,7.0,57643,1
유연체조,3.5,77358,1
헬스(격렬하게),7.8,42383,1
복근운동(격렬하게),8.0,60585,1
스쿼시,12.0,20371,1
팔굽혀펴기(가볍게),3.0,70216,0
맨발걷기,4.5,770,1
슬로우버피(일반적인),5.5,90140,1
탱고,5.5,17764,1
트라이셉스 익스텐션,5.0,48446,1
사이드 밴드,3.5,42404,1
앉아서 다리들기,2.5,37828,0
세라밴드,3.5,29866,1
점핑운동(레크레이션적인),3.5,1386,1
배드민턴 시합,7.0,32588,1
저항성운동(보통으로) - 전신,5.0,70704,1
스쿼시,12.0,20371,1
런닝머신(걷기),4.5,39281,1
로우,5.0,17175,1
천국의계단,8.0,27907,1
줄넘기(천천히),8.0,47396,1
배드민턴 랠리,4.5,5381,1
수영(배영),8.0,65186,1
수상스키,6.0,66726,1
인터벌 런닝,8.0,78277,1
테니스 복식경기,5.0,63038,1
수영(자유영),6.1,93112,1
점프 스쿼트,6.0,24038,1
TRX 운동,7.0,67254,1
레그 컬,5.0,28170,1
평행봉,5.5,69210,1
루마니안 데드리프트,5.0,5815,1
풋살,8.0,30967,1
딥다라인 댄스,3.0,26837,0
렛풀다운,5.0,34334,1
근력운동(전신),5.5,90080,1
풀업(턱걸이),5.0,41861,1
사이드 런지,5.5,98102,1
"건강증진 비디오 게임 격렬하게(예, 위피트 등)",7.2,3797,1
W익스텐션,4.0,43633,1
발레(일반적인),5.0,2547,1
레그 킥 백,5.0,45175,1
크로스 크런치,4.5,99938,1
케이블 크로스 오버,5.0,20085,1
크런치(보통으로),5.0,24332,1
당구,2.5,52756,0
(SUP)서핑,6.0,79763,1
컨벤셔널 데드리프트,8.0,59050,1
발레(격렬하게),6.8,54985,1
킥복싱,10.0,12286,1
딥스,5.5,96683,1
크런치(격렬하게),8.0,44723,1
트위스트 런,5.0,33151,1
렛풀다운,5.0,34334,1
버드독,3.8,43350,1
양팔줄당기기(야외운동기구),2.5,79957,0
제자리 걷기,2.0,26358,0
백 익스텐션,3.5,17693,1
고정식자전거타기(51~89 Watts),4.8,45914,1
풀업(가볍게) - 상지(어깨),2.8,60771,0
폴댄스,5.5,83423,1
바벨 숄더프레스,5.5,74144,1
크런치(격렬하게),8.0,44723,1
마운팅클라이밍,7.0,64198,1
실내자전거타기,7.0,11270,1
저항성운동(가볍게) - 전신,3.5,88410,1
볼링,3.0,12548,0
수영(접영),11.0,29120,1
하프마라톤,9.0,65485,1
수영(평영),5.3,59501,1
살사댄스,4.5,55862,1
국선도,4.5,84358,1
복근운동(보통으로),3.8,72798,1
풀업(보통으로) - 상지(어깨),3.8,38172,1
탁구시합,5.0,14087,1
바벨 숄더프레스,5.5,74144,1
시티드 니업,5.0,50668,1
런지(보통으로),3.8,60127,1
태극권,4.0,86754,1
트라이셉스 익스텐션,5.0,48446,1
브릿지,3.5,63708,1
고블릿 스쿼트,5.5,89639,1
이클립스,7.0,58084,1
백 익스텐션,3.5,17693,1
슬릭부스트,7.0,91698,1
수리야 나마스까 요가,3.3,36470,1
스티프 레그 데드리프트,8.0,74721,1
레프팅,5.0,84107,1
트랙걷기,4.5,3578,1
보디빌딩(보통으로),5.0,89841,1
낚시,3.0,85404,0
파워워킹,6.0,35020,1
댄스(고강도),7.0,28867,1
천국의계단,8.0,27907,1
"주짓수_시합, 격렬하게",10.3,23246,1
암풀다운,4.0,24745,1
홈트레이닝-유산소운동,7.0,76354,1
턱걸이(격렬하게),8.0,66907,1
레그 킥 백,5.0,45175,1
스키,6.0,57646,1
플라잉 요가,4.0,53147,1
배드민턴 시합,7.0,32588,1
사이드 밴드,3.5,42404,1
행잉 레그레이즈,10.0,59605,1
국민체조,3.5,57426,1
펜싱,6.0,5382,1
번지피지오,5.0,52832,1
리버스 컬,5.0,16003,1
제자리 걷기,2.0,15828,0
고정식자전거타기(51~89 Watts),4.8,45914,1
탱고,5.5,17764,1
누워서 걷기,3.5,45319,1
풀업(격렬하게) - 상지(어깨),8.0,31460,1
태극권,4.0,86754,1
플라잉 요가,4.0,53147,1
달리기,7.0,25840,1
게이트볼,3.0,78036,0
와일드 런지,5.5,68450,1
요가,2.5,10736,0
크로스 핏,8.0,36536,1
디스코 댄스,7.8,53814,1
벤트 오버 바벨 로우,5.5,61539,1
고정식자전거타기(보통으로),7.0,49769,1
방송댄스,7.0,36936,1
사이드 레그레이즈,4.0,31487,1
워킹런지,5.5,21086,1
유도,10.0,86211,1
다이어트 댄스,4.5,65608,1
브릿지,3.5,63708,1
정구 복식경기,5.0,79127,1
AB 롤아웃,8.0,65736,1
버드독,3.8,43350,1
수리야 나마스까 요가,3.3,36470,1
복근운동(가볍게),2.8,25334,0
브릿지,3.5,63708,1
"건강증진 비디오 게임 격렬하게(예, 위피트 등)",7.2,3797,1
바벨 스쿼트,6.0,60377,1
덤벨 플라이,5.5,82911,1
야구피칭,6.0,42065,1
국궁,4.3,72606,1
덩키킥,7.0,57643,1
로드자전거(중강도),8.0,28046,1
리버스 팩 덱 플라이,4.0,26858,1
레그 컬,5.0,28170,1
킥 백,5.0,10923,1
풀업(격렬하게) - 상지(어깨),8.0,31460,1
탱고,5.5,17764,1
마운틴 클라이머,7.0,59977,1
양팔벌려 제자리 뛰기(PT체조),3.0,70974,0
레그 프레스,5.0,35237,1
하이킹,6.0,11427,1
힙 어브덕션,5.0,35435,1
스트레칭(가볍게),2.5,8271,0
힙 어브덕션,5.0,35435,1
짐볼운동,3.8,43053,1
웨이트운동(보통으로) - 전신,5.0,76397,1
산악mtB,8.0,49392,1
테스트(중구보건소),13.0,90963,1
태권도,10.0,68843,1
백 익스텐션,3.5,17693,1
밸리댄스,4.5,95674,1
wty운동,7.0,79230,1
사이클론,7.0,57605,1
레터럴 레이즈,5.0,86126,1
바벨 숄더프레스,5.5,74144,1
배구연습(일반적인),4.0,83057,1
홈트레이닝-유산소운동,7.0,76354,1
와이드 스쿼트,5.5,93307,1
복근운동(보통으로),3.8,72798,1
달리기,7.0,25840,1
와이드 스쿼트,5.5,93307,1
제기차기,3.0,84157,0
사이드 레터럴 레이즈,5.0,73329,1
슬로우버피(일반적인),5.5,90140,1
줄넘기(천천히),8.0,47396,1
볼링,3.0,12548,0
"캠프 단체훈련(예, 해병대 캠프 등)",5.0,11019,1
태보,7.0,14389,1
라인댄스,7.8,31739,1
등허리지압기(야외운동기구),2.5,27091,0
레프팅,5.0,84107,1
에어로빅(중강도),6.5,27474,1
벤트 오버 바벨 로우,5.5,61539,1
조정(로잉머신),4.8,36325,1
웨이트운동(격렬하게) - 전신,6.0,70173,1
트라이셉스 익스텐션,5.0,48446,1
트래킹,5.0,78584,1
니킥,5.5,97026,1
수영(평영),5.3,59501,1
고양이자세,3.5,13002,1
타이치,4.0,89578,1
달리기,7.0,25840,1
TRX 운동,7.0,67254,1
당구,2.5,52756,0
실내 스케이팅,7.0,10630,1
wty운동,7.0,79230,1
등산,7.0,27580,1
AB 롤아웃,8.0,65736,1
이클립스,7.0,58084,1
기체조,4.5,60127,1
레그 프레스,5.0,35237,1
산악자전거(격렬하게),14.0,33781,1
(윈드)서핑,5.0,44954,1
사이드 플랭크,3.8,37765,1
사이드 밴드,3.5,42404,1
풀업(격렬하게) - 상지(어깨),8.0,31460,1
실내자전거타기,7.0,11270,1
푸쉬업(가볍게),3.0,25430,0
배드민턴 랠리,4.5,5381,1
고정식자전거타기(51~89 Watts),4.8,45914,1
캠핑,2.5,6621,0
벤트 오버 레터럴 레이즈,5.5,44564,1
아쉬탕가 요가,5.0,66483,1
실내자전거타기,7.0,11270,1
덤벨 플라이,5.5,82911,1
스크린골프,4.0,24588,1
할로우 보디홀드,3.0,10358,0
할로우 보디홀드,3.0,10358,0
포크댄스,7.8,20823,1
사이드 레터럴 레이즈,5.0,73329,1
팔돌리기(야외운동기구),2.5,18266,0
싸이클론,7.0,31718,1
마운팅클라이밍,7.0,64198,1
트래킹,5.0,78584,1
당구,2.5,52756,0
크런치(가볍게),3.0,56273,0
디스코 댄스,7.8,53814,1
양팔줄당기기(야외운동기구),2.5,79957,0
발레(일반적인),5.0,2547,1
고정식자전거타기(약하게),5.5,67773,1
아쉬탕가 요가,5.0,66483,1
검도,6.0,65361,1
힙 어브덕션,5.0,35435,1
런닝머신(빠르게걷기),6.0,82047,1
계단내려가기,3.0,11276,0
수영(접영),11.0,29120,1
슬릭부스트,7.0,91698,1
워킹,4.5,82699,1
수리야 나마스까 요가,3.3,36470,1
스플릿 스쿼트,5.0,96688,1
턱걸이(격렬하게),8.0,66907,1
(윈드)서핑,5.0,44954,1
스키머신(보통으로),6.8,53807,1
세라밴드,3.5,29866,1
스텝퍼,5.0,57267,1
저항성운동(보통으로) - 전신,5.0,70704,1
산행,4.0,45946,1
타이치,4.0,89578,1
크런치(가볍게),3.0,56273,0
풀업(가볍게) - 상지(어깨),2.8,60771,0
댄스(고강도),7.0,28867,1
저항성운동(보통으로) - 전신,5.0,70704,1
필라테스,3.0,62815,0
아쉬탕가 요가,5.0,66483,1
스크린골프,4.0,24588,1
점핑운동(경쟁적인),4.5,18461,1
와일드 런지,5.5,68450,1
로드바이크,8.5,56598,1
배드민턴 랠리,4.5,5381,1
러시안트위스트,4.0,77864,1
런닝머신(달리기),9.0,4349,1
크로스 크런치,4.5,99938,1
디스코 댄스,7.8,53814,1
레그 킥 백,5.0,45175,1
커브스 30분 여성 순환운동,3.5,14763,1
댄스스포츠,5.5,63309,1
달리기,7.0,25840,1
벤치 프레스,5.0,8001,1
천국의계단,8.0,27907,1
세차,3.0,18438,0
살사댄스,4.5,55862,1
덤벨 플라이,5.5,82911,1
나디소다나 요가,2.0,52103,0
컨벤셔널 데드리프트,8.0,59050,1
방송댄스,7.0,36936,1
하프마라톤,9.0,65485,1
레그 레이즈,5.0,3958,1
워킹런지,5.5,21086,1
테스트(중구보건소),13.0,90963,1
모래주머니 차고 걷기,6.8,23126,1
로우,5.0,17175,1
낚시,3.0,85404,0
타바타 운동,8.0,74893,1
EMS트레이닝,7.0,1408,1
탱고,5.5,17764,1
댄스스포츠,5.5,63309,1
스쿼시,12.0,20371,1
산책,4.0,9688,1
살사댄스,4.5,55862,1
로프운동,6.0,56436,1
서키트 트레이닝(보통으로),4.3,20151,1
헬스(보통으로),5.5,22318,1
"캠프 단체훈련(예, 해병대 캠프 등)",5.0,11019,1
레터럴 레이즈,5.0,86126,1
트램폴린(레크레이션적인),3.5,242,1
일립티컬,6.0,66449,1
팔굽혀펴기(격렬하게),8.0,53978,1
악력기 운동,1.3,19701,0
낚시,3.0,85404,0
(SUP)서핑,6.0,79763,1
스티프 레그 데드리프트,8.0,74721,1
축구시합,10.0,17841,1
헬스(보통으로),5.5,22318,1
산악자전거 시합,16.0,67663,1
근력운동,8.0,20709,1
런닝머신(달리기),9.0,4349,1
맨발걷기,4.5,770,1
뛰기,7.0,86921,1
태권도,10.0,68843,1
스트레칭(가볍게),2.5,8271,0
마운틴 클라이머,7.0,59977,1
재즈댄스,4.8,42583,1
국민체조,3.5,57426,1
풀 스쿼트,6.0,96291,1
킥복싱,5.0,30660,1
스키머신(보통으로),6.8,53807,1
딥다라인 댄스,3.0,26837,0
벽 스쿼트,5.0,64644,1
달리기,7.0,25840,1
인라인스케이트,5.0,32375,1
복싱,7.8,58128,1
방송댄스,7.0,36936,1
하프마라톤,9.0,65485,1
